ws;Technology;cat;par;unit;priceyear;note;ref;est;year;val
45.2.a Geothermal DH, 1200m, A;Geothermal plant, absorption heat pump, 1200 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Number of production wells;;;[L, N];1;lower;2025;3
45.2.a Geothermal DH, 1200m, A;Geothermal plant, absorption heat pump, 1200 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Number of production wells;;;[L, N];1;lower;2050;3
45.2.a Geothermal DH, 1200m, A;Geothermal plant, absorption heat pump, 1200 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Number of production wells;;;[L, N];1;upper;2025;1
45.2.a Geothermal DH, 1200m, A;Geothermal plant, absorption heat pump, 1200 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Number of production wells;;;[L, N];1;upper;2050;1
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];ctrl;2020;0,048566
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];ctrl;2025;0,048774
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];ctrl;2030;0,048978
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];ctrl;2040;0,049177
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];ctrl;2050;0,049374
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];lower;2025;0,027614
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];lower;2050;0,027614
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];upper;2025;0,069033
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Auxiliary Electricity consumption (share of heat gen.) [];;;B;[2, 3, 4];upper;2050;0,069033
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;ctrl;2020;4,5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;ctrl;2025;4,5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;ctrl;2030;4
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;ctrl;2040;4
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;ctrl;2050;4
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;lower;2025;4
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;lower;2050;3
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;upper;2025;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Construction time [years];years;;;5;upper;2050;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;ctrl;2020;0,02
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;ctrl;2025;0,02
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;ctrl;2030;0,02
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;ctrl;2040;0,02
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;ctrl;2050;0,02
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;lower;2025;0,01
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;lower;2050;0,01
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;upper;2025;0,03
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Forced outage [];;;;5;upper;2050;0,03
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];ctrl;2020;17,58
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];ctrl;2025;17,51
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];ctrl;2030;17,44
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];ctrl;2040;17,37
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];ctrl;2050;17,3
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];lower;2025;29,84
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];lower;2050;29,84
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];upper;2025;6,62
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Generating capacity for one unit [MW_h];MW_h;;[I, A];[1, 2];upper;2050;6,62
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;ctrl;2020;2,928597
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;ctrl;2025;2,952965
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;ctrl;2030;2,977265
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;ctrl;2040;3,001495
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;ctrl;2050;3,025656
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;lower;2025;3,168581
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;lower;2050;3,2946
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;upper;2025;2,747898
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Heat efficiency (net, annual average) [];;;AG;;upper;2050;2,842176
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;ctrl;2020;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;ctrl;2025;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;ctrl;2030;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;ctrl;2040;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;ctrl;2050;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;lower;2025;1
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;lower;2050;1
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;upper;2025;4
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Planned outage [weeks per year];weeks/year;;;5;upper;2050;4
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;ctrl;2020;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;ctrl;2025;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;ctrl;2030;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;ctrl;2040;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;ctrl;2050;5
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;lower;2025;3
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;lower;2050;3
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;upper;2025;7
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Space requirement [1000 m2/MW_h];1000m2/MW_h;;D;5;upper;2050;7
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;ctrl;2020;25
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;ctrl;2025;25
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;ctrl;2030;30
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;ctrl;2040;30
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;ctrl;2050;30
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;lower;2025;25
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;lower;2050;25
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;upper;2025;30
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Energy/technical data;Technical lifetime [years];years;;;5;upper;2050;35
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];ctrl;2020;18396,34802
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];ctrl;2025;17864,66166
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];ctrl;2030;17332,9753
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];ctrl;2040;16801,28894
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];ctrl;2050;16269,60259
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];lower;2025;17864,66166
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];lower;2050;16269,60259
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];upper;2025;17864,66166
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Fixed O&M (*total) [EUR/MW_h/y];EUR/MW_h/y;2020;[E, J];[1, 3, 2];upper;2050;16269,60259
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];ctrl;2020;2,222448981
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];ctrl;2025;2,158646618
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];ctrl;2030;2,094844254
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];ctrl;2040;2,031041891
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];ctrl;2050;1,967239528
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];lower;2025;1,339849625
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];lower;2050;1,212244899
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];upper;2025;3,051879701
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (*total) [MEUR/MW_h];MEUR/MW_h;2020;[C, K];[2, 4, 7];upper;2050;2,764769067
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2020;1,573791623
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2025;1,531256714
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2030;1,478088078
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2040;1,435553169
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2050;1,393018261
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];lower;2025;0,871965629
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];lower;2050;0,786895811
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];upper;2025;2,243716435
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (equipment) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];upper;2050;2,031041891
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;ctrl;2020;0,127604726
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;ctrl;2025;0,127604726
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;ctrl;2030;0,116970999
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;ctrl;2040;0,116970999
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;ctrl;2050;0,116970999
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;lower;2025;0,170139635
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;lower;2050;0,148872181
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;upper;2025;0,042534909
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (heat pump, installation incl.) [MEUR/MW_h];MEUR/MW_h;2020;[J, K];;upper;2050;0,031901182
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2020;0,521052632
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2025;0,510418905
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2030;0,48915145
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2040;0,478517723
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];ctrl;2050;0,467883996
