ws;Technology;cat;par;unit;priceyear;note;ref;est;year;val
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];lower;2025;0,297744361
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];lower;2050;0,276476907
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];upper;2025;0,765628357
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Nominal investment (installation) [MEUR/MW_h];MEUR/MW_h;2020;;[2, 4];upper;2050;0,701825994
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;ctrl;2020;3,179484427
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;ctrl;2025;3,147583245
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;ctrl;2030;3,105048337
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;ctrl;2040;3,041245973
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;ctrl;2050;2,97744361
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;lower;2025;3,115682064
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;lower;2050;2,913641247
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;upper;2025;3,115682064
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (*total) [EUR/MWh_h];EUR/MWh_h;2020;FJ;2;upper;2050;2,913641247
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;ctrl;2020;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;ctrl;2025;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;ctrl;2030;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;ctrl;2040;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;ctrl;2050;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;lower;2025;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;lower;2050;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;upper;2025;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (electricity cost) [EUR/MWh_h];EUR/MWh_h;2020;M;;upper;2050;0
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;ctrl;2020;3,179484427
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;ctrl;2025;3,147583245
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;ctrl;2030;3,105048337
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;ctrl;2040;3,041245973
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;ctrl;2050;2,97744361
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;lower;2025;3,115682064
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;lower;2050;2,913641247
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;upper;2025;3,115682064
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Financial data;Variable O&M (other O&M) [EUR/MWh_h];EUR/MWh_h;2020;F;;upper;2050;2,913641247
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;ctrl;2020;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;ctrl;2025;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;ctrl;2030;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;ctrl;2040;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;ctrl;2050;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;lower;2025;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;lower;2050;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;upper;2025;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Cold start-up time [hours];hours;;;3;upper;2050;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];ctrl;2020;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];ctrl;2025;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];ctrl;2030;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];ctrl;2040;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];ctrl;2050;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];lower;2025;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];lower;2050;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];upper;2025;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Regulation ability;Minimum load (of full load) [];;;H;[2, 5];upper;2050;0,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;ctrl;2020;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;ctrl;2025;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;ctrl;2030;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;ctrl;2040;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;ctrl;2050;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;lower;2025;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;lower;2050;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;upper;2025;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Depth of geothermal well [m];m;;;1;upper;2050;2000
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;ctrl;2020;12,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;ctrl;2025;12,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;ctrl;2030;12,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;ctrl;2040;12,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;ctrl;2050;12,2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;lower;2025;20,6
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;lower;2050;20,6
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;upper;2025;4,57
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from geothermal ressource [MW_h];MW_h;;[I, A, L, N];1;upper;2050;4,57
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;ctrl;2020;5,39
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;ctrl;2025;5,32
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;ctrl;2030;5,25
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;ctrl;2040;5,18
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;ctrl;2050;5,11
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;lower;2025;9,01
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;lower;2050;8,65
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;upper;2025;2
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat generation from heat pumps [MW_h];MW_h;;A;1;upper;2050;1,92
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat pump SCOP (net, annual average) [];;;[A, N];;ctrl;2020;1,71
45.2.b Geothermal DH, 2000m, A;Geothermal plant, absorption heat pump, 2000 m, dh temp 80/40 degree  - renewable heat - geothermal - medium;Technology-specific data;Heat pump SCOP (net, annual average) [];;;[A, N];;ctrl;2025;1,72
